Cid,TimeStamp,Value,MessageId
BF.7D.D9.24.C2.A0,2022-05-13T15:40:00.123456Z,Offline,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-13T16:00:00.123456Z,Occupied,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-13T16:30:00.123456Z,Occupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-13T17:10:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-13T18:30:00.123456Z,UnOccupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-13T19:10:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-13T20:55:00.123456Z,N/A,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-16T08:00:00.123456Z,UnOccupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-16T09:30:00.123456Z,Offline,MessageIdData
XA.6F.2A.5D.84.96,2022-05-16T10:20:00.123456Z,Occupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-16T10:40:00.123456Z,N/A,MessageIdData
EC.64.40.67.09.2D,2022-05-16T11:25:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-16T13:05:00.123456Z,Offline,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-16T13:55:00.123456Z,Offline,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-16T14:35:00.123456Z,N/A,MessageIdData
XA.6F.2A.5D.84.96,2022-05-16T15:15:00.123456Z,Offline,MessageIdData
XA.6F.2A.5D.84.96,2022-05-16T16:00:00.123456Z,UnOccupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-16T16:10:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-16T17:20:00.123456Z,Offline,MessageIdData
X9.F4.C5.B5.93.00,2022-05-16T18:10:00.123456Z,UnOccupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-16T19:40:00.123456Z,UnOccupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-16T08:00:00.123456Z,UnOccupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-16T08:10:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-16T09:00:00.123456Z,N/A,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-16T10:45:00.123456Z,Offline,MessageIdData
EC.64.40.67.09.2D,2022-05-16T11:15:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-16T12:45:00.123456Z,UnOccupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-16T12:55:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-16T13:25:00.123456Z,N/A,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-16T13:45:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-16T15:15:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-16T15:45:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-16T16:55:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-16T17:15:00.123456Z,UnOccupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-16T18:45:00.123456Z,UnOccupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-16T19:30:00.123456Z,Offline,MessageIdData
X9.F4.C5.B5.93.00,2022-05-16T20:40:00.123456Z,UnOccupied,MessageIdData
X0.E0.81.66.05.77,2022-05-16T08:00:00.123456Z,N/A,MessageIdData
X0.E0.81.66.05.77,2022-05-16T09:50:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-16T10:40:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-16T11:00:00.123456Z,Occupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-16T11:20:00.123456Z,N/A,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-16T13:05:00.123456Z,N/A,MessageIdData
X9.F4.C5.B5.93.00,2022-05-16T13:55:00.123456Z,UnOccupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-16T15:25:00.123456Z,UnOccupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-16T16:05:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-16T17:15:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-16T17:55:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-16T19:40:00.123456Z,UnOccupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-17T08:00:00.123456Z,N/A,MessageIdData
X9.F4.C5.B5.93.00,2022-05-17T09:40:00.123456Z,N/A,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-17T10:25:00.123456Z,Occupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-17T11:05:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-17T11:55:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-17T13:35:00.123456Z,Occupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-17T14:15:00.123456Z,UnOccupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-17T15:45:00.123456Z,UnOccupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-17T16:35:00.123456Z,Occupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-17T18:20:00.123456Z,UnOccupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-17T18:40:00.123456Z,Offline,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-17T19:00:00.123456Z,N/A,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-17T19:30:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-17T20:20:00.123456Z,UnOccupied,MessageIdData
EC.64.40.67.09.2D,2022-05-18T08:00:00.123456Z,Offline,MessageIdData
EC.64.40.67.09.2D,2022-05-18T08:50:00.123456Z,N/A,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-18T09:20:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-18T11:00:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-18T11:30:00.123456Z,Occupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-18T13:15:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-18T14:05:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-18T15:50:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-18T16:10:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-18T17:30:00.123456Z,Offline,MessageIdData
X0.E0.81.66.05.77,2022-05-18T17:50:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-18T18:35:00.123456Z,Offline,MessageIdData
X9.F4.C5.B5.93.00,2022-05-18T19:15:00.123456Z,N/A,MessageIdData
X9.F4.C5.B5.93.00,2022-05-18T19:25:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-19T08:00:00.123456Z,Occupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-19T09:45:00.123456Z,Occupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-19T09:55:00.123456Z,N/A,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-19T11:15:00.123456Z,UnOccupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-19T12:00:00.123456Z,UnOccupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-19T13:20:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-19T13:30:00.123456Z,UnOccupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-19T14:15:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-19T15:05:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-19T16:15:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-19T16:35:00.123456Z,N/A,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-19T17:20:00.123456Z,UnOccupied,MessageIdData
X0.E0.81.66.05.77,2022-05-19T17:50:00.123456Z,N/A,MessageIdData
X0.E0.81.66.05.77,2022-05-19T18:00:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-19T18:50:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-19T19:10:00.123456Z,UnOccupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-19T19:30:00.123456Z,Occupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-19T21:00:00.123456Z,N/A,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-20T08:00:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-20T09:45:00.123456Z,Occupied,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-20T09:55:00.123456Z,UnOccupied,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-20T10:45:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-20T11:05:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-20T12:15:00.123456Z,UnOccupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-20T13:05:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-20T13:15:00.123456Z,N/A,MessageIdData
X9.F4.C5.B5.93.00,2022-05-20T13:55:00.123456Z,UnOccupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-20T15:15:00.123456Z,UnOccupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-20T15:45:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-20T17:35:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-20T18:15:00.123456Z,Occupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-20T20:05:00.123456Z,N/A,MessageIdData
EC.64.40.67.09.2D,2022-05-23T08:00:00.123456Z,UnOccupied,MessageIdData
EC.64.40.67.09.2D,2022-05-23T09:30:00.123456Z,Occupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-23T10:10:00.123456Z,N/A,MessageIdData
X9.F4.C5.B5.93.00,2022-05-23T11:50:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T12:10:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T13:20:00.123456Z,N/A,MessageIdData
EC.64.40.67.09.2D,2022-05-23T13:30:00.123456Z,N/A,MessageIdData
EC.64.40.67.09.2D,2022-05-23T15:10:00.123456Z,UnOccupied,MessageIdData
X0.E0.81.66.05.77,2022-05-23T15:30:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-23T17:15:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-23T18:05:00.123456Z,UnOccupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-23T18:55:00.123456Z,Occupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-23T19:35:00.123456Z,Offline,MessageIdData
X9.F4.C5.B5.93.00,2022-05-23T20:15:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T08:00:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T08:30:00.123456Z,Occupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-23T09:20:00.123456Z,UnOccupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-23T11:00:00.123456Z,Offline,MessageIdData
X9.F4.C5.B5.93.00,2022-05-23T11:45:00.123456Z,N/A,MessageIdData
X9.F4.C5.B5.93.00,2022-05-23T12:25:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-23T12:55:00.123456Z,N/A,MessageIdData
EC.64.40.67.09.2D,2022-05-23T13:45:00.123456Z,UnOccupied,MessageIdData
EC.64.40.67.09.2D,2022-05-23T14:35:00.123456Z,N/A,MessageIdData
EC.64.40.67.09.2D,2022-05-23T15:05:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-23T15:15:00.123456Z,UnOccupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-23T17:00:00.123456Z,N/A,MessageIdData
XA.6F.2A.5D.84.96,2022-05-23T17:30:00.123456Z,UnOccupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-23T18:00:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-23T18:50:00.123456Z,UnOccupied,MessageIdData
EC.64.40.67.09.2D,2022-05-23T20:35:00.123456Z,UnOccupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-23T08:00:00.123456Z,UnOccupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-23T08:50:00.123456Z,Occupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-23T09:20:00.123456Z,N/A,MessageIdData
X9.F4.C5.B5.93.00,2022-05-23T09:50:00.123456Z,N/A,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-23T10:30:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-23T12:10:00.123456Z,UnOccupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-23T12:20:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-23T12:30:00.123456Z,UnOccupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-23T13:10:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-23T14:55:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T15:15:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T15:35:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T16:25:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T17:45:00.123456Z,UnOccupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-23T18:30:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-23T19:10:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T19:55:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-23T21:45:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-24T08:00:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-24T08:20:00.123456Z,Offline,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-24T08:30:00.123456Z,N/A,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-24T10:15:00.123456Z,Occupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-24T10:35:00.123456Z,Occupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-24T11:25:00.123456Z,Occupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-24T12:05:00.123456Z,N/A,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-24T13:15:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-24T14:05:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-24T14:55:00.123456Z,Occupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-24T15:35:00.123456Z,Offline,MessageIdData
X9.F4.C5.B5.93.00,2022-05-24T15:55:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-24T16:05:00.123456Z,UnOccupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-24T16:25:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-24T16:55:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-24T18:05:00.123456Z,Offline,MessageIdData
XA.6F.2A.5D.84.96,2022-05-24T18:55:00.123456Z,Occupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-24T19:40:00.123456Z,N/A,MessageIdData
X9.F4.C5.B5.93.00,2022-05-25T08:00:00.123456Z,Occupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-25T09:10:00.123456Z,Occupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-25T09:50:00.123456Z,Occupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-25T10:10:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-25T10:20:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-25T11:05:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-25T11:25:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-25T12:05:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-25T12:50:00.123456Z,N/A,MessageIdData
D1.9C.FB.97.D9.47,2022-05-25T13:35:00.123456Z,UnOccupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-25T14:20:00.123456Z,UnOccupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-25T15:00:00.123456Z,UnOccupied,MessageIdData
EC.64.40.67.09.2D,2022-05-25T15:45:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-25T17:15:00.123456Z,UnOccupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-25T17:35:00.123456Z,UnOccupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-25T19:25:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-26T08:00:00.123456Z,N/A,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-26T09:45:00.123456Z,N/A,MessageIdData
EC.64.40.67.09.2D,2022-05-26T10:15:00.123456Z,UnOccupied,MessageIdData
EC.64.40.67.09.2D,2022-05-26T10:45:00.123456Z,Occupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-26T11:25:00.123456Z,Offline,MessageIdData
XA.6F.2A.5D.84.96,2022-05-26T12:10:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-26T12:40:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-26T14:20:00.123456Z,Occupied,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-26T14:40:00.123456Z,Occupied,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-26T16:30:00.123456Z,N/A,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-26T17:15:00.123456Z,Occupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-26T18:45:00.123456Z,UnOccupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-26T19:35:00.123456Z,Offline,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-26T21:05:00.123456Z,N/A,MessageIdData
X0.E0.81.66.05.77,2022-05-27T08:00:00.123456Z,Offline,MessageIdData
X0.E0.81.66.05.77,2022-05-27T08:20:00.123456Z,Occupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-27T08:30:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-27T08:50:00.123456Z,Offline,MessageIdData
X9.F4.C5.B5.93.00,2022-05-27T09:00:00.123456Z,Offline,MessageIdData
X9.F4.C5.B5.93.00,2022-05-27T10:50:00.123456Z,N/A,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-27T11:35:00.123456Z,Offline,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-27T12:20:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-27T13:05:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-27T13:35:00.123456Z,Occupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-27T13:55:00.123456Z,Occupied,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-27T14:35:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-27T15:25:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-27T17:15:00.123456Z,UnOccupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-27T17:25:00.123456Z,UnOccupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-27T17:45:00.123456Z,Occupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-27T18:35:00.123456Z,UnOccupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-27T19:45:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-27T19:55:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-27T21:15:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-30T08:00:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-30T09:20:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-30T09:30:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-30T10:10:00.123456Z,N/A,MessageIdData
X0.E0.81.66.05.77,2022-05-30T10:20:00.123456Z,UnOccupied,MessageIdData
X0.E0.81.66.05.77,2022-05-30T11:50:00.123456Z,UnOccupied,MessageIdData
X0.E0.81.66.05.77,2022-05-30T12:10:00.123456Z,Offline,MessageIdData
X0.E0.81.66.05.77,2022-05-30T14:00:00.123456Z,UnOccupied,MessageIdData
D1.9C.FB.97.D9.47,2022-05-30T14:45:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-30T15:55:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T16:25:00.123456Z,N/A,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T16:55:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-30T17:25:00.123456Z,Offline,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-30T19:10:00.123456Z,UnOccupied,MessageIdData
EC.64.40.67.09.2D,2022-05-30T19:20:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-30T20:30:00.123456Z,N/A,MessageIdData
EC.64.40.67.09.2D,2022-05-30T08:00:00.123456Z,Offline,MessageIdData
EC.64.40.67.09.2D,2022-05-30T08:30:00.123456Z,Offline,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T08:40:00.123456Z,N/A,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T09:30:00.123456Z,N/A,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T10:15:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T11:00:00.123456Z,Offline,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T11:50:00.123456Z,Offline,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T13:35:00.123456Z,Offline,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-30T14:15:00.123456Z,N/A,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-30T15:55:00.123456Z,N/A,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T16:15:00.123456Z,N/A,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T17:45:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-30T18:25:00.123456Z,Occupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-30T19:15:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T19:55:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T20:05:00.123456Z,Occupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-30T08:00:00.123456Z,Occupied,MessageIdData
X9.B1.A6.D9.5A.48,2022-05-30T08:10:00.123456Z,N/A,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T08:55:00.123456Z,N/A,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T09:45:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-30T10:35:00.123456Z,Offline,MessageIdData
D1.9C.FB.97.D9.47,2022-05-30T11:25:00.123456Z,Offline,MessageIdData
EC.64.40.67.09.2D,2022-05-30T11:35:00.123456Z,UnOccupied,MessageIdData
EC.64.40.67.09.2D,2022-05-30T11:55:00.123456Z,N/A,MessageIdData
XA.6F.2A.5D.84.96,2022-05-30T12:40:00.123456Z,Occupied,MessageIdData
XA.6F.2A.5D.84.96,2022-05-30T13:30:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-05-30T13:40:00.123456Z,N/A,MessageIdData
X0.E0.81.66.05.77,2022-05-30T14:50:00.123456Z,UnOccupied,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T15:20:00.123456Z,N/A,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-30T16:10:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T16:55:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T17:05:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T17:35:00.123456Z,UnOccupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T17:45:00.123456Z,N/A,MessageIdData
XA.6F.2A.5D.84.96,2022-05-30T18:35:00.123456Z,Offline,MessageIdData
XA.6F.2A.5D.84.96,2022-05-30T19:25:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T19:45:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-05-30T21:25:00.123456Z,Occupied,MessageIdData
X9.F4.C5.B5.93.00,2022-05-31T08:00:00.123456Z,N/A,MessageIdData
X9.F4.C5.B5.93.00,2022-05-31T09:45:00.123456Z,UnOccupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-31T10:30:00.123456Z,UnOccupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-31T10:50:00.123456Z,UnOccupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-31T11:10:00.123456Z,UnOccupied,MessageIdData
XA.53.D4.E2.EC.E2,2022-05-31T13:00:00.123456Z,N/A,MessageIdData
X0.E0.81.66.05.77,2022-05-31T13:10:00.123456Z,Offline,MessageIdData
X0.E0.81.66.05.77,2022-05-31T14:50:00.123456Z,N/A,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-31T15:10:00.123456Z,N/A,MessageIdData
XE.D3.F5.6D.15.C6,2022-05-31T15:30:00.123456Z,UnOccupied,MessageIdData
X0.E0.81.66.05.77,2022-05-31T16:10:00.123456Z,N/A,MessageIdData
X0.E0.81.66.05.77,2022-05-31T17:50:00.123456Z,N/A,MessageIdData
EC.64.40.67.09.2D,2022-05-31T18:00:00.123456Z,Occupied,MessageIdData
EC.64.40.67.09.2D,2022-05-31T18:45:00.123456Z,Offline,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-31T19:30:00.123456Z,UnOccupied,MessageIdData
XB.C1.2A.ED.D8.97,2022-05-31T21:15:00.123456Z,UnOccupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-06-01T08:00:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-06-01T09:40:00.123456Z,Occupied,MessageIdData
X0.E0.81.66.05.77,2022-06-01T10:00:00.123456Z,N/A,MessageIdData
X0.E0.81.66.05.77,2022-06-01T11:30:00.123456Z,Occupied,MessageIdData
BF.7D.D9.24.C2.A0,2022-06-01T11:50:00.123456Z,Offline,MessageIdData
BF.7D.D9.24.C2.A0,2022-06-01T12:20:00.123456Z,N/A,MessageIdData
XA.53.D4.E2.EC.E2,2022-06-01T12:40:00.123456Z,N/A,MessageIdData
XA.53.D4.E2.EC.E2,2022-06-01T13:00:00.123456Z,Offline,MessageIdData
