Cid,RoomName,StatusStart,StatusEnd,RoomHadPeople,RoomStatus,AccountCid,TimeStamp,MessageId
7a32e26b-65c7-4b47-a1c8-1b3d26de7685,Saturn,2018-04-16T13:45:00.123456Z,2018-04-16T15:35:00.123456Z,True,Offline,febda3b8e823,2018-04-16T15:35:00.123456Z,MessageIdData
d3183d59-5a9a-4502-b9e6-b1c5431e82b4,Luna,2018-04-16T16:15:00.123456Z,2018-04-16T16:25:00.123456Z,False,Occupied,20f8aecfc69b,2018-04-16T16:25:00.123456Z,MessageIdData
04d151a2-47fa-4473-88d5-d236aa9524d4,Fulgora,2018-04-16T16:45:00.123456Z,2018-04-16T17:55:00.123456Z,False,N/A,280f1654a3dc,2018-04-16T17:55:00.123456Z,MessageIdData
c802f074-2501-4c5d-bbc8-bf1a402af54a,Venus,2018-04-16T18:45:00.123456Z,2018-04-16T19:15:00.123456Z,True,Offline,45f0bb6f8f16,2018-04-16T19:15:00.123456Z,MessageIdData
83f91dfe-648b-4e1b-a650-ce947d12f3e9,Luna,2018-04-17T08:00:00.123456Z,2018-04-17T08:20:00.123456Z,True,N/A,280f1654a3dc,2018-04-17T08:20:00.123456Z,MessageIdData
c3f2a780-f2b7-4cc5-8341-6b8d9727e2e8,Iovis,2018-04-17T08:40:00.123456Z,2018-04-17T09:20:00.123456Z,True,UnOccupied,ab516b7308fd,2018-04-17T09:20:00.123456Z,MessageIdData
9d76af5b-0ff1-4f4c-95bd-37f2561c2cd1,Iovis,2018-04-17T09:30:00.123456Z,2018-04-17T10:15:00.123456Z,True,Offline,cd3a8437423c,2018-04-17T10:15:00.123456Z,MessageIdData
4c785309-9bb8-4394-ac47-b6959b649efd,Vesta,2018-04-17T11:05:00.123456Z,2018-04-17T11:35:00.123456Z,True,Occupied,118615748df9,2018-04-17T11:35:00.123456Z,MessageIdData
cd172050-c16f-46bf-aff0-500ec5b2862b,Ceres,2018-04-17T11:45:00.123456Z,2018-04-17T12:30:00.123456Z,True,Offline,6ebcb2ac944c,2018-04-17T12:30:00.123456Z,MessageIdData
7454e972-d167-4b09-8158-939ccf11c879,Saturn,2018-04-17T12:40:00.123456Z,2018-04-17T14:25:00.123456Z,True,Offline,1dd7743b1e36,2018-04-17T14:25:00.123456Z,MessageIdData
8b58a7d9-3574-4c73-9137-34d01047a219,Elissa,2018-04-17T15:10:00.123456Z,2018-04-17T16:40:00.123456Z,True,N/A,118615748df9,2018-04-17T16:40:00.123456Z,MessageIdData
dded0391-5b6e-4cef-8545-acebd2f0ea3a,Venus,2018-04-17T17:00:00.123456Z,2018-04-17T18:30:00.123456Z,True,Offline,bfb248306601,2018-04-17T18:30:00.123456Z,MessageIdData
55958699-b4a8-41ff-a67b-6c5b192275a6,Fulgora,2018-04-17T19:20:00.123456Z,2018-04-17T20:05:00.123456Z,True,UnOccupied,280f1654a3dc,2018-04-17T20:05:00.123456Z,MessageIdData
c0a0ec3f-5d8f-4446-bd8f-2867dae06618,Fulgora,2018-04-18T08:00:00.123456Z,2018-04-18T08:40:00.123456Z,True,Offline,cd3a8437423c,2018-04-18T08:40:00.123456Z,MessageIdData
cc09be96-5339-4254-b59a-0e9cc261ed77,Fulgora,2018-04-18T09:30:00.123456Z,2018-04-18T10:15:00.123456Z,True,N/A,fad18082a2fd,2018-04-18T10:15:00.123456Z,MessageIdData
7e48ad28-30d8-48ab-a5dd-8a0ecd49a304,Venus,2018-04-18T10:25:00.123456Z,2018-04-18T11:35:00.123456Z,True,Occupied,a8d9c40ef511,2018-04-18T11:35:00.123456Z,MessageIdData
aa89b18c-b039-4c48-94bc-2d6f363bada7,Elissa,2018-04-18T11:45:00.123456Z,2018-04-18T13:05:00.123456Z,True,N/A,20f8aecfc69b,2018-04-18T13:05:00.123456Z,MessageIdData
2a1c283e-74da-4905-9b52-408579087c4e,Gemini,2018-04-18T13:35:00.123456Z,2018-04-18T15:15:00.123456Z,False,Offline,b8f896ea05af,2018-04-18T15:15:00.123456Z,MessageIdData
2d136ba8-4cad-4177-a291-acbc760b21c7,Pax,2018-04-18T15:45:00.123456Z,2018-04-18T16:05:00.123456Z,True,Offline,118615748df9,2018-04-18T16:05:00.123456Z,MessageIdData
c03b2c6a-630c-4bf1-be61-a9bf17632cf4,Vesta,2018-04-18T16:45:00.123456Z,2018-04-18T17:05:00.123456Z,True,UnOccupied,cd3a8437423c,2018-04-18T17:05:00.123456Z,MessageIdData
79589e88-bc67-4139-911a-ab66cf4f73d3,Luna,2018-04-18T17:35:00.123456Z,2018-04-18T18:45:00.123456Z,True,UnOccupied,3bc5a105b4cd,2018-04-18T18:45:00.123456Z,MessageIdData
d628bc0c-7b9c-492d-9ecf-6775c3cd2721,Luna,2018-04-18T18:55:00.123456Z,2018-04-18T19:40:00.123456Z,True,Offline,248d9d75297a,2018-04-18T19:40:00.123456Z,MessageIdData
f4623d60-0460-46e5-8b55-97fb2e7017f0,Saturn,2018-04-19T08:00:00.123456Z,2018-04-19T09:50:00.123456Z,True,Occupied,1dd7743b1e36,2018-04-19T09:50:00.123456Z,MessageIdData
df9c4a85-29b7-489b-9ae2-46d2abc9e15a,Saturn,2018-04-19T10:00:00.123456Z,2018-04-19T10:10:00.123456Z,True,Offline,6ebcb2ac944c,2018-04-19T10:10:00.123456Z,MessageIdData
6a0701f0-da57-4bd7-8dce-ac60c61d3654,Luna,2018-04-19T10:30:00.123456Z,2018-04-19T11:20:00.123456Z,True,Offline,280f1654a3dc,2018-04-19T11:20:00.123456Z,MessageIdData
c3005c38-6fd0-4c7b-b1fe-1dfbe33b47a7,Pax,2018-04-19T11:40:00.123456Z,2018-04-19T12:00:00.123456Z,True,Occupied,45f0bb6f8f16,2018-04-19T12:00:00.123456Z,MessageIdData
21d4e71b-b133-4480-919b-6d0cd4cf77fb,Iovis,2018-04-19T12:40:00.123456Z,2018-04-19T13:20:00.123456Z,True,N/A,743997192c71,2018-04-19T13:20:00.123456Z,MessageIdData
1b36b7d6-f961-4433-9836-457089b44730,Vesta,2018-04-19T14:10:00.123456Z,2018-04-19T14:30:00.123456Z,True,N/A,a8d9c40ef511,2018-04-19T14:30:00.123456Z,MessageIdData
56ba2e4f-d0a1-4359-a70f-5ee448ac991f,Venus,2018-04-19T15:20:00.123456Z,2018-04-19T17:05:00.123456Z,True,Offline,248d9d75297a,2018-04-19T17:05:00.123456Z,MessageIdData
bf6828f9-bb4c-479f-b453-85961a7d8a6d,Elissa,2018-04-19T17:50:00.123456Z,2018-04-19T18:10:00.123456Z,False,Offline,280f1654a3dc,2018-04-19T18:10:00.123456Z,MessageIdData
fdf27c78-6900-40cf-9bdc-cac352180780,Gemini,2018-04-19T18:30:00.123456Z,2018-04-19T18:50:00.123456Z,True,Offline,6ebcb2ac944c,2018-04-19T18:50:00.123456Z,MessageIdData
0cd6d437-3627-458a-95e3-ba547ecfed15,Iovis,2018-04-19T19:30:00.123456Z,2018-04-19T20:10:00.123456Z,True,UnOccupied,743997192c71,2018-04-19T20:10:00.123456Z,MessageIdData
2f3e1522-fa26-424d-8ac9-9ed938a3e2c8,Saturn,2018-04-20T08:00:00.123456Z,2018-04-20T09:50:00.123456Z,True,N/A,a8d9c40ef511,2018-04-20T09:50:00.123456Z,MessageIdData
c102cdfd-f0f3-474c-8a8e-128b3b09d72d,Iovis,2018-04-20T10:00:00.123456Z,2018-04-20T10:20:00.123456Z,True,Occupied,febda3b8e823,2018-04-20T10:20:00.123456Z,MessageIdData
61b7d1db-6e91-45bc-bb9c-391f4397f3b6,Fulgora,2018-04-20T10:50:00.123456Z,2018-04-20T12:40:00.123456Z,True,Occupied,43510864a6f1,2018-04-20T12:40:00.123456Z,MessageIdData
137d8eae-5e39-4844-8861-9a1544d9b794,Venus,2018-04-20T13:10:00.123456Z,2018-04-20T13:55:00.123456Z,True,Offline,247263c670b8,2018-04-20T13:55:00.123456Z,MessageIdData
8d51a19b-e282-4c3a-b8be-147522e94a00,Elissa,2018-04-20T14:45:00.123456Z,2018-04-20T16:30:00.123456Z,True,Occupied,3bc5a105b4cd,2018-04-20T16:30:00.123456Z,MessageIdData
48542769-f65d-489c-b308-13edb30f55c3,Saturn,2018-04-20T17:00:00.123456Z,2018-04-20T17:40:00.123456Z,False,Offline,743997192c71,2018-04-20T17:40:00.123456Z,MessageIdData
314d5c78-3eee-4d58-a1d7-fe0c60573cba,Gemini,2018-04-20T18:00:00.123456Z,2018-04-20T19:20:00.123456Z,True,Offline,118615748df9,2018-04-20T19:20:00.123456Z,MessageIdData
8ba7e4e8-b440-42f6-861a-7bb88489c0ee,Fulgora,2018-04-23T08:00:00.123456Z,2018-04-23T09:20:00.123456Z,True,Offline,248d9d75297a,2018-04-23T09:20:00.123456Z,MessageIdData
0fe063d4-f45a-4a58-bdae-f2c5aa90138b,Saturn,2018-04-23T10:00:00.123456Z,2018-04-23T10:30:00.123456Z,True,UnOccupied,a8d9c40ef511,2018-04-23T10:30:00.123456Z,MessageIdData
66b180e6-30bb-4c23-b8bb-f64153c01cd9,Fulgora,2018-04-23T10:50:00.123456Z,2018-04-23T12:30:00.123456Z,False,N/A,cd3a8437423c,2018-04-23T12:30:00.123456Z,MessageIdData
12cc8a45-71b1-41f4-bac3-a026daafcf45,Venus,2018-04-23T12:50:00.123456Z,2018-04-23T14:30:00.123456Z,True,UnOccupied,1dd7743b1e36,2018-04-23T14:30:00.123456Z,MessageIdData
4c21979b-0f92-41b4-a364-dc89a6603949,Luna,2018-04-23T14:40:00.123456Z,2018-04-23T15:25:00.123456Z,True,UnOccupied,45f0bb6f8f16,2018-04-23T15:25:00.123456Z,MessageIdData
f8d889dc-c72e-43b5-ad9e-b1c541f399d5,Fulgora,2018-04-23T16:15:00.123456Z,2018-04-23T18:00:00.123456Z,True,Offline,743997192c71,2018-04-23T18:00:00.123456Z,MessageIdData
a1c72588-f77c-4e06-b256-4498dfd26e13,Saturn,2018-04-23T18:50:00.123456Z,2018-04-23T20:30:00.123456Z,True,UnOccupied,ef5ade4437d8,2018-04-23T20:30:00.123456Z,MessageIdData
969fb091-a072-448e-ab1f-d90787e6a768,Fulgora,2018-04-23T08:00:00.123456Z,2018-04-23T09:10:00.123456Z,True,Occupied,20f8aecfc69b,2018-04-23T09:10:00.123456Z,MessageIdData
77517288-c48d-4dcc-9b86-b6f0374459ce,Pax,2018-04-23T09:40:00.123456Z,2018-04-23T10:10:00.123456Z,True,Occupied,cd3a8437423c,2018-04-23T10:10:00.123456Z,MessageIdData
ff6d8eed-d92b-4bdf-958f-b8d74fda4401,Elissa,2018-04-23T10:20:00.123456Z,2018-04-23T11:00:00.123456Z,True,UnOccupied,bfb248306601,2018-04-23T11:00:00.123456Z,MessageIdData
692f95cf-7d0a-4984-9b6f-fd617e8f0a87,Saturn,2018-04-23T11:10:00.123456Z,2018-04-23T12:00:00.123456Z,True,UnOccupied,1dd7743b1e36,2018-04-23T12:00:00.123456Z,MessageIdData
4d41d60b-6a5c-41c8-92de-f32e2921d72c,Gemini,2018-04-23T12:40:00.123456Z,2018-04-23T14:10:00.123456Z,True,UnOccupied,b8f896ea05af,2018-04-23T14:10:00.123456Z,MessageIdData
86a209a9-4b9e-4fc6-856d-252f0644373d,Elissa,2018-04-23T14:30:00.123456Z,2018-04-23T15:40:00.123456Z,True,N/A,ef5ade4437d8,2018-04-23T15:40:00.123456Z,MessageIdData
3929b763-7812-4e89-ae36-e8b0da37de57,Pax,2018-04-23T16:25:00.123456Z,2018-04-23T17:55:00.123456Z,True,N/A,ef5ade4437d8,2018-04-23T17:55:00.123456Z,MessageIdData
081a947a-2e27-437a-850a-592a64dff561,Venus,2018-04-23T18:35:00.123456Z,2018-04-23T19:55:00.123456Z,False,Occupied,88066778efa9,2018-04-23T19:55:00.123456Z,MessageIdData
44c6b47a-aaab-48bc-b745-5b144aee2d43,Saturn,2018-04-23T08:00:00.123456Z,2018-04-23T08:10:00.123456Z,True,UnOccupied,45f0bb6f8f16,2018-04-23T08:10:00.123456Z,MessageIdData
ad96c4b0-c63a-4c2d-8357-10f3d4965ac6,Iovis,2018-04-23T08:20:00.123456Z,2018-04-23T08:50:00.123456Z,True,N/A,cd3a8437423c,2018-04-23T08:50:00.123456Z,MessageIdData
5a62e728-f7a0-412b-907a-5f340aa266aa,Gemini,2018-04-23T09:30:00.123456Z,2018-04-23T10:15:00.123456Z,True,Occupied,6ebcb2ac944c,2018-04-23T10:15:00.123456Z,MessageIdData
ddae6d38-4c71-4ea6-b56b-3cea1d6098e8,Venus,2018-04-23T10:45:00.123456Z,2018-04-23T11:55:00.123456Z,True,UnOccupied,280f1654a3dc,2018-04-23T11:55:00.123456Z,MessageIdData
a1fbf75a-11b4-4b42-8f1c-834568c24134,Saturn,2018-04-23T12:40:00.123456Z,2018-04-23T12:50:00.123456Z,True,N/A,1dd7743b1e36,2018-04-23T12:50:00.123456Z,MessageIdData
42bdad6a-41fa-4fb8-9bb1-df592fc8930f,Saturn,2018-04-23T13:35:00.123456Z,2018-04-23T13:55:00.123456Z,True,Occupied,ab516b7308fd,2018-04-23T13:55:00.123456Z,MessageIdData
71371a69-417e-4905-aff1-55b7ad2910f4,Pax,2018-04-23T14:45:00.123456Z,2018-04-23T16:15:00.123456Z,True,UnOccupied,bfb248306601,2018-04-23T16:15:00.123456Z,MessageIdData
0c78e38c-a13e-465a-8a95-869e5e7ad905,Ceres,2018-04-23T16:25:00.123456Z,2018-04-23T17:55:00.123456Z,True,Offline,ef5ade4437d8,2018-04-23T17:55:00.123456Z,MessageIdData
5c71da40-fd50-4fc8-9509-f2bbeae19e40,Iovis,2018-04-23T18:05:00.123456Z,2018-04-23T18:25:00.123456Z,True,N/A,b8f896ea05af,2018-04-23T18:25:00.123456Z,MessageIdData
e5a7981b-aa87-4230-b449-73d19d66681c,Saturn,2018-04-23T18:45:00.123456Z,2018-04-23T20:35:00.123456Z,True,N/A,280f1654a3dc,2018-04-23T20:35:00.123456Z,MessageIdData
ca29026b-8f4f-4b39-a142-b0cbfe46537c,Pax,2018-04-24T08:00:00.123456Z,2018-04-24T09:30:00.123456Z,True,N/A,febda3b8e823,2018-04-24T09:30:00.123456Z,MessageIdData
09b68e7a-1f8e-4beb-aac0-f0a6c3f7be2d,Fulgora,2018-04-24T10:20:00.123456Z,2018-04-24T10:50:00.123456Z,True,N/A,20f8aecfc69b,2018-04-24T10:50:00.123456Z,MessageIdData
b5257ee1-b2e4-4d88-a036-31d857dcdf95,Elissa,2018-04-24T11:35:00.123456Z,2018-04-24T13:05:00.123456Z,False,UnOccupied,cd3a8437423c,2018-04-24T13:05:00.123456Z,MessageIdData
c85e5bb2-8b65-4f5a-a127-447faa2c0f0f,Pax,2018-04-24T13:50:00.123456Z,2018-04-24T14:20:00.123456Z,False,UnOccupied,248d9d75297a,2018-04-24T14:20:00.123456Z,MessageIdData
1b43bdb3-57c0-44a6-ba14-268a2ebe3d92,Ceres,2018-04-24T14:30:00.123456Z,2018-04-24T16:20:00.123456Z,True,Offline,a8d9c40ef511,2018-04-24T16:20:00.123456Z,MessageIdData
388704f1-3f19-4eaa-9451-0c749519e8dc,Saturn,2018-04-24T17:10:00.123456Z,2018-04-24T18:30:00.123456Z,True,Occupied,280f1654a3dc,2018-04-24T18:30:00.123456Z,MessageIdData
56c22204-f80c-4b2e-b335-63d0e928896b,Iovis,2018-04-24T19:00:00.123456Z,2018-04-24T19:45:00.123456Z,True,Offline,6ebcb2ac944c,2018-04-24T19:45:00.123456Z,MessageIdData
f6b0741c-4f50-4106-b552-8608d356bd0b,Gemini,2018-04-24T19:55:00.123456Z,2018-04-24T20:35:00.123456Z,False,UnOccupied,88066778efa9,2018-04-24T20:35:00.123456Z,MessageIdData
a2807b91-c964-4857-af7f-01df6e9fdaac,Luna,2018-04-25T08:00:00.123456Z,2018-04-25T09:20:00.123456Z,True,UnOccupied,118615748df9,2018-04-25T09:20:00.123456Z,MessageIdData
78cdde46-fe06-4281-b0a0-17ef8f7be6dc,Luna,2018-04-25T09:30:00.123456Z,2018-04-25T10:00:00.123456Z,True,UnOccupied,118615748df9,2018-04-25T10:00:00.123456Z,MessageIdData
71e98c5e-2024-4b3b-b242-52165bb108b4,Gemini,2018-04-25T10:40:00.123456Z,2018-04-25T10:50:00.123456Z,True,N/A,280f1654a3dc,2018-04-25T10:50:00.123456Z,MessageIdData
d682d9f4-7ff2-42c2-82c1-252cacb3e7d5,Luna,2018-04-25T11:40:00.123456Z,2018-04-25T13:10:00.123456Z,True,N/A,b8f896ea05af,2018-04-25T13:10:00.123456Z,MessageIdData
24fe49f9-615e-45b2-8993-38cf6e3b4259,Iovis,2018-04-25T13:30:00.123456Z,2018-04-25T14:15:00.123456Z,True,UnOccupied,43510864a6f1,2018-04-25T14:15:00.123456Z,MessageIdData
b814497a-c2cc-4a9a-afb6-d804ba605af3,Luna,2018-04-25T14:55:00.123456Z,2018-04-25T16:05:00.123456Z,True,UnOccupied,ab516b7308fd,2018-04-25T16:05:00.123456Z,MessageIdData
96dfdd58-9e20-40f4-a023-ae31ef0f4372,Iovis,2018-04-25T16:15:00.123456Z,2018-04-25T17:45:00.123456Z,True,Occupied,248d9d75297a,2018-04-25T17:45:00.123456Z,MessageIdData
5ca93747-7b7b-4e28-8c12-3b90c838c7d0,Venus,2018-04-25T18:05:00.123456Z,2018-04-25T18:35:00.123456Z,True,UnOccupied,45f0bb6f8f16,2018-04-25T18:35:00.123456Z,MessageIdData
7db5c968-54bb-485c-96e0-0c5ebb8338fa,Gemini,2018-04-25T19:15:00.123456Z,2018-04-25T20:25:00.123456Z,True,UnOccupied,b8f896ea05af,2018-04-25T20:25:00.123456Z,MessageIdData
784ab6d7-c991-4ca8-8d79-0c9008344cb2,Gemini,2018-04-26T08:00:00.123456Z,2018-04-26T09:20:00.123456Z,False,N/A,6ebcb2ac944c,2018-04-26T09:20:00.123456Z,MessageIdData
74e2919d-3e80-4965-90d5-4aab27bc9c53,Vesta,2018-04-26T09:40:00.123456Z,2018-04-26T11:30:00.123456Z,True,Occupied,b8f896ea05af,2018-04-26T11:30:00.123456Z,MessageIdData
a7d7c636-a352-4ec3-a8a3-2acb26f30489,Ceres,2018-04-26T12:00:00.123456Z,2018-04-26T13:10:00.123456Z,True,Offline,20f8aecfc69b,2018-04-26T13:10:00.123456Z,MessageIdData
afccafc3-2ea1-4c6c-b5d0-2ea48de6049d,Iovis,2018-04-26T13:50:00.123456Z,2018-04-26T14:40:00.123456Z,True,Offline,fad18082a2fd,2018-04-26T14:40:00.123456Z,MessageIdData
3d49f889-1da4-4287-9622-10922cacd820,Elissa,2018-04-26T15:25:00.123456Z,2018-04-26T16:15:00.123456Z,True,Occupied,1dd7743b1e36,2018-04-26T16:15:00.123456Z,MessageIdData
f1a6a24e-8dc7-49ae-991b-ab47c3f00b1c,Iovis,2018-04-26T17:00:00.123456Z,2018-04-26T17:10:00.123456Z,True,Offline,6ebcb2ac944c,2018-04-26T17:10:00.123456Z,MessageIdData
f1d41984-4386-41ea-aee5-e60eeb5326d1,Ceres,2018-04-26T17:20:00.123456Z,2018-04-26T19:10:00.123456Z,True,UnOccupied,6ebcb2ac944c,2018-04-26T19:10:00.123456Z,MessageIdData
9901892c-a25d-48ee-aaa3-f052b0c6c214,Fulgora,2018-04-26T19:20:00.123456Z,2018-04-26T19:30:00.123456Z,True,N/A,ef5ade4437d8,2018-04-26T19:30:00.123456Z,MessageIdData
8e0ac92a-316f-489f-81e5-534ba76a1618,Gemini,2018-04-26T19:50:00.123456Z,2018-04-26T21:40:00.123456Z,True,UnOccupied,ef5ade4437d8,2018-04-26T21:40:00.123456Z,MessageIdData
8f3c0703-849f-45b9-9532-c201146e75e3,Iovis,2018-04-27T08:00:00.123456Z,2018-04-27T09:50:00.123456Z,True,N/A,bfb248306601,2018-04-27T09:50:00.123456Z,MessageIdData
1016d191-dfd9-4c32-9f57-860419bd4b32,Iovis,2018-04-27T10:35:00.123456Z,2018-04-27T12:20:00.123456Z,True,N/A,1dd7743b1e36,2018-04-27T12:20:00.123456Z,MessageIdData
1fc3a132-41b5-4483-bf20-615f63805d85,Pax,2018-04-27T12:50:00.123456Z,2018-04-27T13:00:00.123456Z,True,N/A,3bc5a105b4cd,2018-04-27T13:00:00.123456Z,MessageIdData
7d804dfa-7cd1-48aa-bd91-0fb409be2039,Saturn,2018-04-27T13:10:00.123456Z,2018-04-27T13:40:00.123456Z,True,Occupied,febda3b8e823,2018-04-27T13:40:00.123456Z,MessageIdData
82f61267-5ed5-49b0-9b5a-b1ed6ddc9498,Vesta,2018-04-27T14:00:00.123456Z,2018-04-27T15:45:00.123456Z,True,UnOccupied,b8f896ea05af,2018-04-27T15:45:00.123456Z,MessageIdData
9e72ca50-6bf4-4aaf-ae99-1c6b38816b66,Gemini,2018-04-27T16:05:00.123456Z,2018-04-27T16:50:00.123456Z,True,Offline,6ebcb2ac944c,2018-04-27T16:50:00.123456Z,MessageIdData
db3cd37a-3c00-4c94-8763-f945f93719db,Gemini,2018-04-27T17:10:00.123456Z,2018-04-27T17:20:00.123456Z,False,N/A,45f0bb6f8f16,2018-04-27T17:20:00.123456Z,MessageIdData
35a13ec6-41e0-41b0-a2b6-e76c1f5f1267,Elissa,2018-04-27T17:50:00.123456Z,2018-04-27T19:30:00.123456Z,True,UnOccupied,20f8aecfc69b,2018-04-27T19:30:00.123456Z,MessageIdData
184f22e4-ee8d-49f8-b3e7-730211adc7fb,Iovis,2018-04-27T19:50:00.123456Z,2018-04-27T21:40:00.123456Z,True,Offline,a8d9c40ef511,2018-04-27T21:40:00.123456Z,MessageIdData
c3c79758-6916-49f2-b74f-ee51db08a6e7,Fulgora,2018-04-30T08:00:00.123456Z,2018-04-30T09:45:00.123456Z,True,Offline,88066778efa9,2018-04-30T09:45:00.123456Z,MessageIdData
63fa93ee-a49a-4545-abd2-691fbf7a55d7,Saturn,2018-04-30T09:55:00.123456Z,2018-04-30T10:40:00.123456Z,True,Occupied,88066778efa9,2018-04-30T10:40:00.123456Z,MessageIdData
3ba32e7b-9259-46be-9084-1f2c106a9664,Vesta,2018-04-30T10:50:00.123456Z,2018-04-30T11:10:00.123456Z,True,UnOccupied,1dd7743b1e36,2018-04-30T11:10:00.123456Z,MessageIdData
bc277753-ec6a-4f57-b786-e1792bc2f0c2,Elissa,2018-04-30T11:55:00.123456Z,2018-04-30T12:35:00.123456Z,True,UnOccupied,247263c670b8,2018-04-30T12:35:00.123456Z,MessageIdData
bced51ac-ed05-46fd-8f14-da4d774b265c,Saturn,2018-04-30T13:05:00.123456Z,2018-04-30T13:45:00.123456Z,True,UnOccupied,88066778efa9,2018-04-30T13:45:00.123456Z,MessageIdData
65cd9daf-babd-46d9-9a94-1ce2ceef9531,Pax,2018-04-30T14:30:00.123456Z,2018-04-30T14:50:00.123456Z,True,N/A,cd3a8437423c,2018-04-30T14:50:00.123456Z,MessageIdData
7cdc5c00-f83d-4e17-865e-c31bab8367f7,Vesta,2018-04-30T15:10:00.123456Z,2018-04-30T15:30:00.123456Z,True,Offline,88066778efa9,2018-04-30T15:30:00.123456Z,MessageIdData
7fb5bfe6-32a4-4ce6-9f6c-bd68c2c46b93,Pax,2018-04-30T15:50:00.123456Z,2018-04-30T16:40:00.123456Z,True,UnOccupied,45f0bb6f8f16,2018-04-30T16:40:00.123456Z,MessageIdData
9ba6c107-4b0f-467e-9a0b-246ee0d7cbf7,Venus,2018-04-30T17:30:00.123456Z,2018-04-30T18:20:00.123456Z,False,Offline,43510864a6f1,2018-04-30T18:20:00.123456Z,MessageIdData
7eff2165-4182-4f16-87d4-ebfd2c45ed54,Ceres,2018-04-30T18:30:00.123456Z,2018-04-30T20:10:00.123456Z,True,UnOccupied,ef5ade4437d8,2018-04-30T20:10:00.123456Z,MessageIdData
11680b39-a17f-4987-af0a-e64dffd424eb,Vesta,2018-04-30T08:00:00.123456Z,2018-04-30T09:45:00.123456Z,True,N/A,bfb248306601,2018-04-30T09:45:00.123456Z,MessageIdData
d9915fd8-8195-4c87-9904-24e3799cc59e,Venus,2018-04-30T10:05:00.123456Z,2018-04-30T10:15:00.123456Z,True,N/A,743997192c71,2018-04-30T10:15:00.123456Z,MessageIdData
6dbea9d7-8f81-43aa-a0e4-c5b8a16400f4,Fulgora,2018-04-30T11:05:00.123456Z,2018-04-30T11:45:00.123456Z,True,Offline,3bc5a105b4cd,2018-04-30T11:45:00.123456Z,MessageIdData
ceda4335-1fbf-4d9a-b9c5-24f1bd4fbe38,Venus,2018-04-30T12:05:00.123456Z,2018-04-30T12:45:00.123456Z,True,Occupied,a8d9c40ef511,2018-04-30T12:45:00.123456Z,MessageIdData
c4a04094-84e3-4997-aafb-8ecabbd41f3c,Vesta,2018-04-30T13:15:00.123456Z,2018-04-30T14:55:00.123456Z,True,N/A,bfb248306601,2018-04-30T14:55:00.123456Z,MessageIdData
1c2a4ce4-9065-4cbd-8bf5-cf8d85ebfe09,Saturn,2018-04-30T15:05:00.123456Z,2018-04-30T16:55:00.123456Z,True,Offline,45f0bb6f8f16,2018-04-30T16:55:00.123456Z,MessageIdData
6ba819e8-e98a-4600-8b19-25a70287af59,Ceres,2018-04-30T17:05:00.123456Z,2018-04-30T18:15:00.123456Z,True,N/A,bfb248306601,2018-04-30T18:15:00.123456Z,MessageIdData
e7715004-beec-42c0-81e6-5071d3da41c4,Gemini,2018-04-30T19:05:00.123456Z,2018-04-30T20:45:00.123456Z,True,Offline,ab516b7308fd,2018-04-30T20:45:00.123456Z,MessageIdData
b312292e-59f0-4957-90a6-fb9233d8ff13,Iovis,2018-04-30T08:00:00.123456Z,2018-04-30T08:40:00.123456Z,True,Offline,6ebcb2ac944c,2018-04-30T08:40:00.123456Z,MessageIdData
50dff7ec-554e-4b8e-900e-f243cd50e704,Ceres,2018-04-30T09:20:00.123456Z,2018-04-30T11:10:00.123456Z,True,N/A,6ebcb2ac944c,2018-04-30T11:10:00.123456Z,MessageIdData
daafc3fa-71e5-4d25-80dc-709cf42c960a,Vesta,2018-04-30T11:50:00.123456Z,2018-04-30T12:30:00.123456Z,True,Offline,1dd7743b1e36,2018-04-30T12:30:00.123456Z,MessageIdData
c8c0f119-1fd6-4f11-bc84-d411c63baa7f,Saturn,2018-04-30T12:40:00.123456Z,2018-04-30T13:30:00.123456Z,True,UnOccupied,1dd7743b1e36,2018-04-30T13:30:00.123456Z,MessageIdData
7452e8f4-1fe1-4bb0-929f-7839ebed35e5,Venus,2018-04-30T13:50:00.123456Z,2018-04-30T14:10:00.123456Z,False,Offline,743997192c71,2018-04-30T14:10:00.123456Z,MessageIdData
4b8c0a3e-ce06-4e59-80e4-e1ab2193e6d2,Vesta,2018-04-30T14:50:00.123456Z,2018-04-30T16:10:00.123456Z,True,Offline,bfb248306601,2018-04-30T16:10:00.123456Z,MessageIdData
b4c69e92-e24d-4bbf-8ad3-cf6eb6fbb56a,Saturn,2018-04-30T16:50:00.123456Z,2018-04-30T17:35:00.123456Z,False,Occupied,743997192c71,2018-04-30T17:35:00.123456Z,MessageIdData
0cec7cee-d671-4a6a-9206-c2845d8eb265,Ceres,2018-04-30T17:45:00.123456Z,2018-04-30T18:35:00.123456Z,True,N/A,fad18082a2fd,2018-04-30T18:35:00.123456Z,MessageIdData
88c34149-318e-4222-bec2-a0e5865247fd,Gemini,2018-04-30T18:45:00.123456Z,2018-04-30T19:15:00.123456Z,True,N/A,a8d9c40ef511,2018-04-30T19:15:00.123456Z,MessageIdData
3d8c1e40-675a-49f7-964d-7a28c47d778b,Gemini,2018-04-30T19:45:00.123456Z,2018-04-30T21:30:00.123456Z,True,N/A,3bc5a105b4cd,2018-04-30T21:30:00.123456Z,MessageIdData
